id,raw_text,clean_text,stratum,brand_reply_actual,true_intent,true_action,notes
golden_031,@AppleSupport If the right path is the space between the two paths of responsibility — yep that’s where I am — no data plan — no plan to resolve it.,If the right path is the space between the two paths of responsibility — yep that’s where I am — no data plan — no plan to resolve it.,pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_032,@AppleSupport Thank you for response - have DMd you,Thank you for response - have DMd you,pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_033,"@124882 @AppleSupport Just check my usage stats at 30%screen on time. And i just got a new battery 1-2 months ago, was running fine on 10.3.3 https://t.co/pRDYoTIHNk","Just check my usage stats at 30%screen on time. And i just got a new battery 1-2 months ago, was running fine on 10.3.3",pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_034,@AppleSupport I app. the reply. Iphone 7+. Not finishing for an 8 or an X just fix the SW. I can’t go another week with the 7+,I app. the reply. Iphone 7+. Not finishing for an 8 or an X just fix the SW. I can’t go another week with the 7+,pure_random,@118362 We're asking which version you're running as we released iOS 11.1 today. It may help address the issues you've been experiencing.,,,
golden_035,@AppleSupport Yeah and it switches back on,Yeah and it switches back on,pure_random,"@149682 So we can take a deeper look at this, could you join us in DM? https://t.co/GDrqU22YpT",,,
golden_036,"@AppleSupport Only about 10 of my contacts transfer to my 2017 Acura RDX. Sometimes my screen becomes unresponsive. My voicemail box has disappeared and reappeared. This morning my time, service, and battery disappeared from my home screen https://t.co/1AEu9VYIcl","Only about 10 of my contacts transfer to my 2017 Acura RDX. Sometimes my screen becomes unresponsive. My voicemail box has disappeared and reappeared. This morning my time, service, and battery disappeared from my home screen",pure_random,@137189 Let's find out what's going on. Could you Direct Message us and let us know what iOS version the iPhone is on? https://t.co/GDrqU22YpT,,,
golden_037,"@AppleSupport @115858 new phone paid a bomb ,it hangs ,apps don’t work .please revert . @3451 not working in some message,at times it works https://t.co/iTQmbH0eQu","new phone paid a bomb ,it hangs ,apps don’t work .please revert . not working in some message,at times it works",pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_038,Top 5 things I regret doing in MY LiFE is updating my IOS. Now my Touch ID doesn’t work! Tf @AppleSupport,Top 5 things I regret doing in MY LiFE is updating my IOS. Now my Touch ID doesn’t work! Tf,pure_random,"@123521 We want to look into what's going on with your TouchID. To start, which device and iOS version are you using?",,,
golden_039,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life","why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life",pure_random,"@116334 Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?",,,
golden_040,".@AppleSupport Once upon a very recent time (pre-iOS 11), one could clear the App Store cache by tapping any tab in the app 10x. That no longer works. When will @115858 be restoring this function?🤔 Thanks!😃👍
#Apple #AppStore",". Once upon a very recent time (pre-iOS 11), one could clear the App Store cache by tapping any tab in the app 10x. That no longer works. When will be restoring this function?🤔 Thanks!😃👍 #Apple #AppStore",pure_random,@151381 You can provide feedback on this feature and others here: https://t.co/eTPVYVFyd8,,,
golden_041,"@AppleSupport issue with my daughters iphone,its asking for apple id and password but shes forgotten the password,icloud has locked her out of her icloud account,when she tries to reset the password it will only send an email to icloud which cant be accessed can you help please","issue with my daughters iphone,its asking for apple id and password but shes forgotten the password,icloud has locked her out of her icloud account,when she tries to reset the password it will only send an email to icloud which cant be accessed can you help please",pure_random,@150205 Hi there. Check out this article for information about other ways to regain access to her account: https://t.co/fJnZYmbI9N Please DM if you have any questions. https://t.co/GDrqU22YpT,,,
golden_042,@AppleSupport does apple care cover stolen iPhone?,does apple care cover stolen iPhone?,pure_random,@130048  Apple Care does not cover stolen devices. Here's more information. https://t.co/Ds0oKsCgkE,,,
golden_043,@AppleSupport Ok,Ok,pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_044,@AppleSupport my phone has turned itself off and when I put it on charge the logo comes on for a few seconds then goes off then back on again?,my phone has turned itself off and when I put it on charge the logo comes on for a few seconds then goes off then back on again?,pure_random,"@149733 We can help get your iPhone up and running. Check out the steps in this article to start: https://t.co/8MvHMFZ83h

If you have questions, or need further assistance, let us know.",,,
golden_045,@AppleSupport Problem is solved with some help from the Phone-Support. Nevertheless: s.o. tried to hack my ID from China. Is there a security-problem your customers should know?,Problem is solved with some help from the Phone-Support. Nevertheless: s.o. tried to hack my ID from China. Is there a security-problem your customers should know?,pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_046,"@AppleSupport Random apps, but I think I see it most frequently when I screenshot and go to share that screenshot","Random apps, but I think I see it most frequently when I screenshot and go to share that screenshot",pure_random,@125609 Thanks.  Which iPhone and iOS version are you using?  You can check under Settings &gt; General &gt; About.,,,
golden_047,@AppleSupport any idea what this means when I restart my 2016 MacBook Pro? https://t.co/koXIkQ3Lio,any idea what this means when I restart my 2016 MacBook Pro?,pure_random,@136592 We'd be happy to look into this with you more in detail.  Let us know in DM what version of macOS you're using and if this issues happens each time you restart. https://t.co/GDrqU22YpT,,,
golden_048,"@AppleSupport Latest WatchOS 4.1 and iOS 11.1.2
Watch series 3. Non cellular.
iPhone 8plus",Latest WatchOS 4.1 and iOS 11.1.2 Watch series 3. Non cellular. iPhone 8plus,pure_random,"@152260 Okay. Let's try unpairing the Watch from the iPhone. This is the equivalent to restoring to factory settings, and is a great step to resolve this. Follow the steps here: https://t.co/UCuy0qGg07  Once done, pair the Watch back to your phone. Let us know if this works.",,,
golden_049,dear @AppleSupport my phone screen stays on all the time despite my 30 sec. auto-lock settings - version 11.1.2,dear my phone screen stays on all the time despite my 30 sec. auto-lock settings - version 11.1.2,pure_random,"@139273 You’re in the right place for help. Since noticing this, have you had a chance to restart your iPhone? This simple step can resolve some minor issues with the device.",,,
golden_050,@AppleSupport @115948 hi hi maybe you know?,hi hi maybe you know?,pure_random,"@150953 Thanks for contacting us. We're happy to help out in any way we can. We recommend checking out this link: https://t.co/Ui1yTnOCUz

Please reach out and let us know if you need further help after trying these steps.",,,
golden_051,@AppleSupport They won’t enter recovery mode. This is really upsetting. How can you guys make products that do this?,They won’t enter recovery mode. This is really upsetting. How can you guys make products that do this?,pure_random,"@143270 This isn’t expected behavior, but we’ll work through fixing this together. DM us and let us know what country you live in next. https://t.co/GDrqU22YpT",,,
golden_052,@AppleSupport Latest,Latest,pure_random,@121463 Let's take a closer look into this issue within a DM. Select the following link to join us there to continue. https://t.co/GDrqU22YpT,,,
golden_053,Ayo @AppleSupport - since updating to iOS11 my 7+ almost always dies around the 17/18% battery mark. Any solutions?,Ayo - since updating to iOS11 my 7+ almost always dies around the 17/18% battery mark. Any solutions?,pure_random,@127933 We'd like to take a closer look at your battery issues. DM us and we'll get started. https://t.co/GDrqU22YpT,,,
golden_054,"@AppleSupport @UPSHelp Calls to each readily available support numbers are met with the most passive, generic statements which offer absolutely zero insight as to what is happening.

Also: why would I lie to you? One @AppleSupport tech became condescending while I explained the timeline of events...","Calls to each readily available support numbers are met with the most passive, generic statements which offer absolutely zero insight as to what is happening. Also: why would I lie to you? One tech became condescending while I explained the timeline of events...",pure_random,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_055,@AppleSupport This is what it looks like https://t.co/XCQU2l4xUB,This is what it looks like,pure_random,@115855 Any steps tried since it started last night?,,,
golden_056,@AppleSupport  https://t.co/yvu10fymce,,pure_random,@123687 Thank you. Please check to see if you have an update available under Settings &gt; General &gt; Software Update.,,,
golden_057,"My iPhone 8plus is showing issues(hanging and slowdown) while multitasking,from the past two hours, restarted 2 times. 
IOS11 is the worst ever! @116333 @115858 @AppleSupport","My iPhone 8plus is showing issues(hanging and slowdown) while multitasking,from the past two hours, restarted 2 times. IOS11 is the worst ever!",pure_random,"@141449 We’d like to understand more about this. DM us some details of how you restarted, which exact version of iOS you're using, and which country you're in, and we'll get going. https://t.co/GDrqU22YpT",,,
golden_058,@AppleSupport Help @AppleSupport ...just updated to iOS 11.2 and STILL this scam e-mail will not move to junk or delete or go away! It’s driving me crazy! HELP!,Help ...just updated to iOS 11.2 and STILL this scam e-mail will not move to junk or delete or go away! It’s driving me crazy! HELP!,pure_random,@135596 We're happy to look into this with you. What kind of email account are you having this issue with?,,,
golden_059,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth???,pure_random,"@116345 We'll be happy to look into this with you. To clarify, which iPhone model do you have and what's the exact iOS version?",,,
golden_060,"コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ;
@AppleSupport @115858 → 「バッテリーの減りが激しい」という問題に関しても同様）。 https://t.co/bGQly6cE2O",コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ; → 「バッテリーの減りが激しい」という問題に関しても同様）。,pure_random,@116862 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj.,,,
golden_061,@AppleSupport no sound in the right earphone and yes.,no sound in the right earphone and yes.,stratified_low_confidence,"@138707 Alright, we'd like to take a look at your options. Let us know when and where this set was purchased in a DM and we'll continue. https://t.co/GDrqU22YpT",,,
golden_062,.@AppleSupport .56 + 1.1 + 2 = 3.66 got no achievement https://t.co/4gQAJOOrlm,. .56 + 1.1 + 2 = 3.66 got no achievement,stratified_low_confidence,"@144553  We're excited to learn you're part of this achievement. It can take up to 9 days of completing the Activity Challenge to receive the actual award. For more information, click here: https://t.co/Tvl37DsUM1.",,,
golden_063,@AppleSupport see last tweey https://t.co/hlKWMe5wAh,see last tweey,stratified_low_confidence,@144223 Hello. Follow these tips to use Siri on your Apple Watch: https://t.co/L0xH9gXYAj Feel free to reach out if you have additional questions. Enjoy!,,,
golden_064,My computer has been looking like this for the past 3 hours... not good... #help @AppleSupport #lost https://t.co/P1HtKEsMEn,My computer has been looking like this for the past 3 hours... not good... #help #lost,stratified_low_confidence,@149291 We're happy to help with your MacBook. How was your device being used with this occurred? Were you installing an update or simply starting up?,,,
golden_065,@AppleSupport need you to check your DM’s. 😩😩😩,need you to check your DM’s. 😩😩😩,stratified_low_confidence,"@130486 We're happy to help. We've received your DM, and will continue there. Look for a reply shortly.",,,
golden_066,@AppleSupport This is an example of Siri being slightly weird https://t.co/gdXIwVLfzq,This is an example of Siri being slightly weird,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_067,@AppleSupport ok cool,ok cool,stratified_low_confidence,@117098 Does this issue happen with all applications or only some?  Let us know in DM. https://t.co/GDrqU22YpT,,,
golden_068,All of my pictures magically got deleted somehow. @AppleSupport??? What the shit? I go from 3K to 600 fuck is up?,All of my pictures magically got deleted somehow. ??? What the shit? I go from 3K to 600 fuck is up?,stratified_low_confidence,@127607 What happened before they were deleted?  Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,,,
golden_069,@AppleSupport This happens when i put my calls on loudspeaker or play music. The phon volume is kept at maximum. And this does not happen while listening to music from headphones. The OS is 11.1.2,This happens when i put my calls on loudspeaker or play music. The phon volume is kept at maximum. And this does not happen while listening to music from headphones. The OS is 11.1.2,stratified_low_confidence,@136853 We've got your DM and will continue with you there. Be on the lookout for our reply. Thank you!,,,
golden_070,@AppleSupport ? hello,? hello,stratified_low_confidence,@115867 We'd like to get you speaking to our experts here: https://t.co/IBIY3vMgPj,,,
golden_071,"@AppleSupport Latest version at this point, it’s about two weeks ago. After using app switcher to quit apps it appeared. Not noticed in apps","Latest version at this point, it’s about two weeks ago. After using app switcher to quit apps it appeared. Not noticed in apps",stratified_low_confidence,@136587 Thanks for this information. Have you had a chance to power down and restart your device? DM us and we'll continue from there. https://t.co/GDrqU22YpT,,,
golden_072,@AppleSupport Still not working.,Still not working.,stratified_low_confidence,@151825 Okay. DM us and tell us which model device you have and we'll go from there. https://t.co/GDrqU22YpT,,,
golden_073,@AppleSupport it has been one hour and didn’t start? What’s the problem https://t.co/rwvwfsSH7m,it has been one hour and didn’t start? What’s the problem,stratified_low_confidence,@128908 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,,
golden_074,@AppleSupport Thanks done &amp; done ✅,Thanks done &amp; done ✅,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_075,@AppleSupport About a week and it’s only with a Bluetooth headset or car Bluetooth,About a week and it’s only with a Bluetooth headset or car Bluetooth,stratified_low_confidence,"@134154 To prevent from repeating any previous troubleshooting, can you tell us what steps you've already taken so far? Click here to let us know in DM: https://t.co/GDrqU22YpT",,,
golden_076,@AppleSupport Alright thanks bro. Send an X my way and ill give you shoutout.,Alright thanks bro. Send an X my way and ill give you shoutout.,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_077,@124176 @AppleSupport Following this too bc it’s been happening to me!!,Following this too bc it’s been happening to me!!,stratified_low_confidence,@125157 We're here for you! Let's work together. Send us a DM and let us know when this started happening. https://t.co/GDrqU22YpT,,,
golden_078,@AppleSupport @123366 Mee too,Mee too,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_079,"@AppleSupport I’m complaining on Twitter because phone support was not useful and disrespectful with me, 1st time after 15 years, times’re changing @115858","I’m complaining on Twitter because phone support was not useful and disrespectful with me, 1st time after 15 years, times’re changing",stratified_low_confidence,@124301 That's not the experience we want you to have. Can you please provide more details about what happened in a DM? https://t.co/GDrqU22YpT,,,
golden_080,@AppleSupport why does my iphone 6 is redémarrer alone !!!!!,why does my iphone 6 is redémarrer alone !!!!!,stratified_low_confidence,@117104 Thanks for getting back to us. We apologize but aren't understanding the issue at hand. Please DM us. https://t.co/GDrqU22YpT,,,
golden_081,"@AppleSupport No, it stays off for a short period of time. If I connect to a WiFi network in another time zone or travel to another time zone, it turns itself back on.","No, it stays off for a short period of time. If I connect to a WiFi network in another time zone or travel to another time zone, it turns itself back on.",stratified_low_confidence,"@119652 Got it, thanks. So that we can look into this further, DM the iOS version your iPhone is currently running. This info can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",,,
golden_082,@AppleSupport iPhone 6splus,iPhone 6splus,stratified_low_confidence,"@149323 Has the device been restarted since it happened? If not, let's do that using these steps: https://t.co/OWRDHWSt4h 

Do you know what version of the iOS is on the device? You can check under Settings &gt; General &gt; About &gt; Version.",,,
golden_083,"@AppleSupport Hi there, yes I have tried but still does this loading sign","Hi there, yes I have tried but still does this loading sign",stratified_low_confidence,"@128689 Do you also have this app running on your iPhone? If yes, try quitting it and reinstalling it there as well.",,,
golden_084,@AppleSupport Not working on 4g and not working with another wifi,Not working on 4g and not working with another wifi,stratified_low_confidence,@135581 Thanks for checking that. Let's continue in a DM. Please tap here: https://t.co/GDrqU22YpT,,,
golden_085,@AppleSupport And when is the summer free is going to be released?,And when is the summer free is going to be released?,stratified_low_confidence,@124299 We’re also excited for the iPhone X! You can find out more information about available models here: https://t.co/yl9mQrnFWP,,,
golden_086,"@AppleSupport I just followed some steps on the apple forum, and it worked. So I guess it’s solved, thank you.","I just followed some steps on the apple forum, and it worked. So I guess it’s solved, thank you.",stratified_low_confidence,@125146 Glad to hear you were able to update. Let us know if we can be of any other assistance.,,,
golden_087,"@AppleSupport Thanks for the reply. I’ve done all that but once in a while Live Photo’s still turns back on by itself, it seems.","Thanks for the reply. I’ve done all that but once in a while Live Photo’s still turns back on by itself, it seems.",stratified_low_confidence,@137635 Thanks for letting us know. Has this always happening with your device or just start? Which iOS version is your device running?,,,
golden_088,@AppleSupport Will you please put the texting from the photo app option back? It is super annoying having to get out of photos to txt a pic.,Will you please put the texting from the photo app option back? It is super annoying having to get out of photos to txt a pic.,stratified_low_confidence,@128697 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,
golden_089,"@150615 @134114 @150616 @AppleSupport This is just so disappointing. I really love my 6s plus, and it's barely over a year old. Paid what for me is a lot of money for it. I've been using apple for years but, as much as I don't want to, this really forces me to consider other brands for my next phone.","This is just so disappointing. I really love my 6s plus, and it's barely over a year old. Paid what for me is a lot of money for it. I've been using apple for years but, as much as I don't want to, this really forces me to consider other brands for my next phone.",stratified_low_confidence,@150614 We'd love to assist you with any issues that you're having with your phone. Please click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT,,,
golden_090,@AppleSupport No I just can't figure it out 😥,No I just can't figure it out 😥,stratified_low_confidence,"@151810 No problem! Let's get you over to our Photos experts, who'll be able to walk through this with you. You can reach out to them here: https://t.co/IBIY3vMgPj",,,
golden_091,@AppleSupport this is really starting to wind me up 😂🙃 this iphone 8+ is not a few months old and has been doing this since i got it https://t.co/pMi6G8VVaY,this is really starting to wind me up 😂🙃 this iphone 8+ is not a few months old and has been doing this since i got it,stratified_low_confidence,@135579 An unresponsive iPhone is never fun. Let us know which version of iOS you’re currently running in DM. We’ll continue working on this issue with you there. https://t.co/GDrqU22YpT,,,
golden_092,So apparently blue tooth doesn’t work on the iPhone X @AppleSupport. Maybe I should’ve stuck with Samsung.,So apparently blue tooth doesn’t work on the iPhone X . Maybe I should’ve stuck with Samsung.,stratified_low_confidence,"@150208 Try out the steps in the following article for your Bluetooth: https://t.co/JMbUWh4fsj

If you're still having issues, let us know via DM. We're here to help and make sure your able to connect your device when needed. https://t.co/GDrqU22YpT",,,
golden_093,@AppleSupport ever since I downloaded Animal Crossing I keep getting these notifications even though it’s fully downloaded and I’ve been playing it :( please help https://t.co/wthMnb9nou,ever since I downloaded Animal Crossing I keep getting these notifications even though it’s fully downloaded and I’ve been playing it :( please help,stratified_low_confidence,"@121459 We can see how that would get in your way. Have you restarted your iPhone as a troubleshooting step? If you already have done so, let's delete Animal Crossing and see if this still occurs. If the error message ceases, we'll reinstall and go from there.",,,
golden_094,"Hey @AppleSupport is the iPhone 8 actually waterproof ? 

So I can go under water with it in a swimming pool ?",Hey is the iPhone 8 actually waterproof ? So I can go under water with it in a swimming pool ?,stratified_low_confidence,@125425 The iPhone 8 is water resistant. You can find more details here: https://t.co/U12xqgJWbP,,,
golden_095,QUÉ HAGO PARA RECUPERAR ESTA NOTA DE VOZ??? @AppleSupport @115858 https://t.co/raF7lwp4IE,QUÉ HAGO PARA RECUPERAR ESTA NOTA DE VOZ???,stratified_low_confidence,@142831 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,,
golden_096,"@AppleSupport Sure, thanks!","Sure, thanks!",stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_097,@AppleSupport I’m on the newest version,I’m on the newest version,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
